file,task,n_ops,num_steps,task_seed,arm,observed,null_mean,null_std,obs_minus_null,z,p_value,pr_real,pr_null
projection_n2_ns64_init4.npy,projection,2,64,4,calibration,0.6175550560615796,0.6190262567042377,0.0013101954474251996,-0.0014712006426581548,-1.1228863949644787,0.86,19.668321045866183,19.66298640444736
projection_n32_ns128_init0.npy,projection,32,128,0,real,0.6312849099143218,0.6329473423733362,0.0020560649137514354,-0.001662432459014318,-0.8085505705075686,0.81,14.428642481615475,30.04465113771716
projection_n32_ns128_init0.npy,projection,32,128,0,calibration,0.6326458490455508,0.6326768685780736,0.0019317063024877027,-3.101953252282463e-05,-0.01605809976541302,0.52,29.995288961344638,29.932194867247635
projection_n32_ns128_init1.npy,projection,32,128,1,real,0.6324479979470523,0.6172635648588828,0.0018574554992851012,0.015184433088169524,8.174856998734947,0.0,37.95116828659869,61.826424239295974
projection_n32_ns128_init1.npy,projection,32,128,1,calibration,0.6163293923461671,0.6173308243616847,0.0017045557392483838,-0.0010014320155176115,-0.5875032376231877,0.74,61.161578544059154,61.41929457130553
projection_n32_ns128_init2.npy,projection,32,128,2,real,0.647401806175865,0.6206306544710531,0.0018239118159546063,0.026771151704811813,14.677876129005842,0.0,2.7980090824494557,50.33622217014774
projection_n32_ns128_init2.npy,projection,32,128,2,calibration,0.6218604579631057,0.6211986123355467,0.001958409130217111,0.000661845627558999,0.33795064440167627,0.38,50.45522497672907,51.182733620754206
projection_n32_ns128_init3.npy,projection,32,128,3,real,0.6748858655617259,0.6461099561989048,0.0018162908494779942,0.02877590936282115,15.843227625735938,0.0,33.028169871268766,43.10840277959519
projection_n32_ns128_init3.npy,projection,32,128,3,calibration,0.6495251509418284,0.6461530153038223,0.001906181245639019,0.0033721356380060907,1.7690529931090746,0.05,43.10953924837565,43.00939099625973
projection_n32_ns128_init4.npy,projection,32,128,4,real,0.661202375206558,0.6459867976031307,0.0019030306229419606,0.015215577603427288,7.995445485740531,0.0,26.729565082840022,40.07366631902401
projection_n32_ns128_init4.npy,projection,32,128,4,calibration,0.6440085693779476,0.6457046774813513,0.0019979502942705945,-0.001696108103403704,-0.8489240739709762,0.8,39.70083043155278,39.82378099572937
projection_n32_ns64_init0.npy,projection,32,64,0,real,0.6211167635022803,0.6242203575901426,0.0012256775521865572,-0.003103594087862316,-2.532145654724307,1.0,18.40371780483418,25.44408421961319
projection_n32_ns64_init0.npy,projection,32,64,0,calibration,0.6243760873605988,0.6242066904551298,0.0011813607524013988,0.00016939690546902142,0.1433913435203274,0.42,25.521893798608883,25.496281888879608
projection_n32_ns64_init1.npy,projection,32,64,1,real,0.6154943729304484,0.618464383566906,0.0012228808558738173,-0.0029700106364576317,-2.428699919695277,0.98,21.269795676593883,26.21027633909606
projection_n32_ns64_init1.npy,projection,32,64,1,calibration,0.621042766588724,0.618270078854517,0.001279354638993444,0.0027726877342070244,2.167254996932272,0.02,26.342738661240457,26.324330256499966
projection_n32_ns64_init2.npy,projection,32,64,2,real,0.6173535678908416,0.6210156161941991,0.0012858616007769639,-0.003662048303357479,-2.8479334798898557,1.0,18.452669924846397,23.152687670761757
projection_n32_ns64_init2.npy,projection,32,64,2,calibration,0.6209237964434372,0.6210717396240161,0.001242423572895976,-0.0001479431805788689,-0.1190762826835512,0.48,23.17017921088935,23.111888682670774
