task,n_ops,num_steps,init_seed,variant,observed,null_mean,null_std,z_score,p_value
count_ones,16,128,2,W1_centroid,0.3822994607885819,0.6731787166047425,0.004839867041053806,-60.10067081363999,1.0
count_ones,16,128,2,W2_fixedpoint,5.0754545132507545,0.44828707282413693,0.3408777801050695,13.574271221199503,0.0
count_ones,16,128,2,W3_sphere,0.11347707189010901,0.9494805413051887,0.0033763219218772055,-247.60774853787314,1.0
count_ones,16,128,2,W4_turn2d_signed,10.023279840844387,0.8183925921511991,0.5602076716544067,16.431205273411006,0.0
count_ones,16,128,2,W5_turnfull_unsigned,34.967462613868726,30.4944984055379,0.025342807066962233,176.49837275374037,0.0
count_ones,16,128,2,W6_pc23,1.176212408358013,1.228605498519114,0.0034631374958510332,-15.128792958370784,1.0
count_ones,16,128,2,W7_absturn_fixedpt,10.310365758025158,1.488824650111401,0.4443382818959433,19.85320974432632,0.0
count_ones,16,128,2,W8_absturn_centroid,1.448033949861576,0.6792401638735597,0.004097044902345381,187.64592634752796,0.0
count_ones,16,128,2,W9_windowed_maxnet,2.9144413298474934,0.5048429536069641,0.25181086091868404,9.56908040999331,0.0
count_ones,16,128,3,W1_centroid,0.641280325629973,0.6844553518308207,0.004918512504207479,-8.778065759498276,1.0
count_ones,16,128,3,W2_fixedpoint,1.0680008596631752,0.3613395950210688,0.3524566115138458,2.004959593769306,0.02
count_ones,16,128,3,W3_sphere,1.0352626687406938,0.9493736179984191,0.0031114734862402638,27.603979632832544,0.0
count_ones,16,128,3,W4_turn2d_signed,3.096790486601947,0.8492884573088613,0.6318077345559016,3.5572562765045257,0.0
count_ones,16,128,3,W5_turnfull_unsigned,34.91155936502843,30.498657915030293,0.02340591556164135,188.53786934232113,0.0
count_ones,16,128,3,W6_pc23,1.182038400734881,1.2268757341069878,0.003418895120518328,-13.114568242534792,1.0
count_ones,16,128,3,W7_absturn_fixedpt,6.431541186573365,1.322662940018086,0.361567879355188,14.129790112070621,0.0
count_ones,16,128,3,W8_absturn_centroid,0.9466567274478659,0.6894447608034976,0.004036750023902525,63.71758595933785,0.0
count_ones,16,128,3,W9_windowed_maxnet,0.6350122060354715,0.45385674140452936,0.2640145551600902,0.6861571117588388,0.29
count_ones,16,128,4,W1_centroid,0.6287641586207129,0.6671249882807803,0.004850174253647915,-7.909165249313551,1.0
count_ones,16,128,4,W2_fixedpoint,3.5657476557831975,0.43829476953501634,0.3382012979585408,9.247311897163586,0.0
count_ones,16,128,4,W3_sphere,1.0898347186914308,0.9513690905320016,0.0031014400988650347,44.64559164308877,0.0
count_ones,16,128,4,W4_turn2d_signed,9.204141785849515,0.8912538221641282,0.6682087806481319,12.440554815251405,0.0
count_ones,16,128,4,W5_turnfull_unsigned,35.096459913361436,30.50027573209842,0.022568636440794005,203.6536054502243,0.0
count_ones,16,128,4,W6_pc23,1.1429278934474612,1.2321128008600442,0.004091709757697321,-21.79648916808149,1.0
count_ones,16,128,4,W7_absturn_fixedpt,15.36958965382217,1.4459883628366603,0.43808281475112165,31.783034673240078,0.0
count_ones,16,128,4,W8_absturn_centroid,0.9060323525171217,0.6738383050201492,0.004383237198402151,52.97318784883821,0.0
count_ones,16,128,4,W9_windowed_maxnet,2.8531660947296382,0.4971432363326946,0.25915436661085917,9.091194909074014,0.0
count_ones,16,64,0,W1_centroid,0.6219394341780052,0.6207495203843133,0.0023299236068021574,0.5107093598339477,0.33
count_ones,16,64,0,W2_fixedpoint,1.070194586265726,0.32913093458603093,0.2986420938625343,2.4814440660224157,0.01
count_ones,16,64,0,W3_sphere,0.17176874636891953,0.9459473132077071,0.004474787116289718,-173.00902740613495,1.0
count_ones,16,64,0,W4_turn2d_signed,5.6517604524177285,0.7513102510652275,0.55499816872487,8.829669136767563,0.0
count_ones,16,64,0,W5_turnfull_unsigned,14.973289868615892,14.501190865801245,0.0173552744257343,27.202047702260515,0.0
count_ones,16,64,0,W6_pc23,1.169323498928445,1.1874896506376003,0.005095989081298323,-3.564794080078192,1.0
count_ones,16,64,0,W7_absturn_fixedpt,3.304179977308073,1.2558973694088273,0.35933641120853477,5.7001810671242,0.0
