source,file,task,n_ops,num_steps,n_steps,regime_end,frac_signal,floor,cos_legacy,cos_regime,conv_rate_legacy,conv_rate_regime,dlr_legacy,dlr_regime,settle_legacy
results/trajectories/ (no matching CSV),projection_n16_ns64_init0.npy,projection,16,64,63,22,0.3492063492063492,1.0290429189775014,-0.30349948394780535,0.3239852671675518,-0.06992407142099884,-0.15121224017885504,11.819496302364541,4.7093924485793295,14
results/trajectories/ (no matching CSV),projection_n16_ns64_init1.npy,projection,16,64,63,19,0.30158730158730157,1.0272516687158433,-0.35661341806792374,0.2847437776860927,-0.06896590384638447,-0.17777425210896486,12.557698247135312,4.300442284795775,13
results/trajectories/ (no matching CSV),projection_n16_ns64_init2.npy,projection,16,64,63,18,0.2857142857142857,0.9957083144681477,-0.33282739477004714,0.245785568674169,-0.06907818609221904,-0.186605255109276,12.325415994066944,3.9991362967849984,13
results/trajectories/ (no matching CSV),projection_n16_ns64_init3.npy,projection,16,64,63,19,0.30158730158730157,1.0973926523104682,-0.3144593338480863,0.2676490889171317,-0.06728821298609411,-0.17263306045089366,11.911858468935293,4.10819126995966,14
results/trajectories/ (no matching CSV),projection_n16_ns64_init4.npy,projection,16,64,63,18,0.2857142857142857,0.9888931428207198,-0.34185378841988157,0.2515147176862196,-0.06892601661780666,-0.18173542579660631,12.277134122419376,4.015255226285749,13
results/trajectories/ (no matching CSV),projection_n24_ns128_init0.npy,projection,24,128,127,26,0.2047244094488189,0.9525519590838626,-0.36605543612058367,-0.1339791521770065,-0.023706171641846078,-0.14715074777002451,22.378743860570484,5.771649575842389,13
results/trajectories/ (no matching CSV),projection_n24_ns128_init1.npy,projection,24,128,127,18,0.14173228346456693,1.130668768130707,-0.4047477631903173,0.18610777182234517,-0.023835335266313644,-0.16560406326175886,21.325853779018914,3.9412364946219505,14
results/trajectories/ (no matching CSV),projection_n24_ns128_init2.npy,projection,24,128,127,35,0.2755905511811024,1.0859167321656213,-0.4791264958645189,-0.44843559887171297,-0.023248934221950814,-0.11555844634344341,21.383462134274318,7.5024498399096755,13
results/trajectories/ (no matching CSV),projection_n24_ns128_init3.npy,projection,24,128,127,18,0.14173228346456693,1.1087005417001872,-0.4065132676115834,0.09538607490686724,-0.02171176184409069,-0.17840819311461292,23.285367149798386,4.429030535062475,13
results/trajectories/ (no matching CSV),projection_n24_ns128_init4.npy,projection,24,128,127,20,0.15748031496062992,1.0240433843235348,-0.40637695050483946,0.008049779584886787,-0.02208855882084902,-0.16688650571859998,22.009197081861473,4.456494599584819,15
results/trajectories/ (no matching CSV),projection_n24_ns64_init0.npy,projection,24,64,63,19,0.30158730158730157,0.990256184887017,-0.2862259328963295,0.301977718387884,-0.07021001314188324,-0.1692703176348247,12.276622959819314,4.242803721782341,13
results/trajectories/ (no matching CSV),projection_n24_ns64_init1.npy,projection,24,64,63,18,0.2857142857142857,1.0143710743803693,-0.311226726295033,0.2560878109648056,-0.06831981826244686,-0.17879107512500536,12.383496722266077,4.029894366485347,14
results/trajectories/ (no matching CSV),projection_n24_ns64_init2.npy,projection,24,64,63,18,0.2857142857142857,0.9868383542679929,-0.3496926349048268,0.2710617852829126,-0.06745891652051854,-0.18294737591277888,12.627589269326851,4.133375327729821,13
results/trajectories/ (no matching CSV),projection_n24_ns64_init3.npy,projection,24,64,63,19,0.30158730158730157,1.0118953347880437,-0.3511665433288247,0.26793828260334296,-0.06836463770368528,-0.17259618019392453,12.330792518755835,4.203772818213227,14
results/trajectories/ (no matching CSV),projection_n24_ns64_init4.npy,projection,24,64,63,18,0.2857142857142857,0.9816108241417184,-0.25085239668099685,0.2138743731501267,-0.06543277999799621,-0.18048299579291444,12.553095041482411,4.107037057415591,13
results/trajectories/ (no matching CSV),projection_n2_ns128_init0.npy,projection,2,128,127,17,0.13385826771653545,1.0553043528613597,-0.4129320832878497,0.1279978863432202,-0.019177551716946576,-0.19775094930803913,24.288194226624125,4.282716466776297,12
results/trajectories/ (no matching CSV),projection_n2_ns128_init1.npy,projection,2,128,127,16,0.12598425196850394,1.0209757023013994,-0.37074247783066544,0.02911552171693588,-0.018484637597581823,-0.20486304944061798,23.494422600196522,3.8634403023794217,12
results/trajectories/ (no matching CSV),projection_n2_ns128_init2.npy,projection,2,128,127,15,0.11811023622047244,1.096500622472212,-0.39206217199566984,0.02225212191447671,-0.01837659765100851,-0.2275346511622563,24.855120629717582,3.9671160768732054,12
results/trajectories/ (no matching CSV),projection_n2_ns128_init3.npy,projection,2,128,127,16,0.12598425196850394,1.0209757023013994,-0.37074247783066544,0.02911552171693588,-0.018484637597581823,-0.20486304944061798,23.494422600196522,3.8634403023794217,12
